reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
"Great quality, great price and best of all has good sound.",4.0,positive,greatqualitygreatpriceandbestofallhasgoodsound,positive
Purchased this for a gift for my mother who is a amazon fanatic she loves it ! Made her christmas this year,5.0,positive,purchasedthisforagiftformymotherwhoisaamazonfanaticshelovesitmadeherchristmasthisyear,positive
Great product for myself! And I bought it when there was great deal on it!,5.0,positive,greatproductformyselfandiboughtitwhentherewasgreatdealonit,positive
I can't update Facebook and a few other apps. It's not what I expected.,2.0,negative,icantupdatefacebookandafewotherappsitsnotwhatiexpected,positive
This solved the problem of my daughter's lost kindle charger.,5.0,positive,thissolvedtheproblemofmydaughterslostkindlecharger,positive
Great for my kid. She takes it on all our road trip.,4.0,positive,greatformykidshetakesitonallourroadtrip,positive
Good tablet but not as smooth as high end tablets. It's limited to Amazon so don't expect to do as much as an Android or iPad. I like mine and will continue to use it. I recommend using one if you can before buying.,3.0,neutral,goodtabletbutnotassmoothashighendtabletsitslimitedtoamazonsodontexpecttodoasmuchasanandroidoripadilikemineandwillcontinuetouseitirecommendusingoneifyoucanbeforebuying,positive
I would recommend this product. It works great and ver compact.,5.0,positive,iwouldrecommendthisproductitworksgreatandvercompact,positive
"Bought for Xmass for my wife. She is not electronic competent, but found is easy to use.",5.0,positive,boughtforxmassformywifesheisnotelectroniccompetentbutfoundiseasytouse,positive
Great for those who love to read this tablet is always ready for on the go trips,5.0,positive,greatforthosewholovetoreadthistabletisalwaysreadyforonthegotrips,positive
"I can play games, surf the internet or watch movies. I can check my e-mail or just about do anything I can do on a regular computer.I strongly recommend it.",5.0,positive,icanplaygamessurftheinternetorwatchmoviesicancheckmyemailorjustaboutdoanythingicandoonaregularcomputeristronglyrecommendit,positive
Love our Echo show. A few enhancements we‚Äôd like to see in future such as ability to load multiple pictures instead of single photo. Can use Amazon photo but we do not prescribe.,4.0,positive,loveourechoshowafewenhancementsweäôdliketoseeinfuturesuchasabilitytoloadmultiplepicturesinsteadofsinglephotocanuseamazonphotobutwedonotprescribe,positive
This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with; unsnaps constantly Amazon Customer Services promises it will resolved in an update,1.0,negative,thisisnotanupgradebyanymeansmythreeyearoldkindleoutperformedoasisbatterylifebetterthanaweekwiththelightsonlowestsettingmagneticconnectorispoorlydesignedandgrowsweaktwopiecestokeepupwithunsnapsconstantlyamazoncustomerservicespromisesitwillresolvedinanupdate,positive
This was a Christmas present. The person that received it was very happy with it.. She has other Kindles but this new one is an obvious improvement over the previous ones.,5.0,positive,thiswasachristmaspresentthepersonthatreceiveditwasveryhappywithitshehasotherkindlesbutthisnewoneisanobviousimprovementoverthepreviousones,positive
I love the fact that is very practical and I didn't have to spend a lot of money.,5.0,positive,ilovethefactthatisverypracticalandididnthavetospendalotofmoney,positive
Not sure will be keeping this. Worried about hacks that allow active mic.,2.0,negative,notsurewillbekeepingthisworriedabouthacksthatallowactivemic,positive
works well worth the price good quality product have not had a problem,5.0,positive,workswellworththepricegoodqualityproducthavenothadaproblem,positive
I have an original Gen 1 Echo that has been relocated to My Bedroom by simply unplugging and Plugging back in!Now that I have the Gen 2 Echo Plus in my Living Room and set up to work seamlessly with my Gen 1 I could not be happier. Along with the built in Hue it makes it that much better. Everything works just like I want and the sound on both devices are perfect for me.,5.0,positive,ihaveanoriginalgen1echothathasbeenrelocatedtomybedroombysimplyunpluggingandpluggingbackinnowthatihavethegen2echoplusinmylivingroomandsetuptoworkseamlesslywithmygen1icouldnotbehappieralongwiththebuiltinhueitmakesitthatmuchbettereverythingworksjustlikeiwantandthesoundonbothdevicesareperfectforme,positive
Bought this for my 7 year old so he could play games on those looooooong hockey game car rides -- this tablet was more than enough for what we needed and the app selection is good in the Amazon store! No complaints here!,4.0,positive,boughtthisformy7yearoldsohecouldplaygamesonthoselooooooonghockeygamecarridesthistabletwasmorethanenoughforwhatweneededandtheappselectionisgoodintheamazonstorenocomplaintshere,positive
"It's a nice upgrade from the 6"" screen. Size is just right for small kids hands. Reading kindle books is much easier.",4.0,positive,itsaniceupgradefromthe6screensizeisjustrightforsmallkidshandsreadingkindlebooksismucheasier,positive
Great item! Would definitely recommend this item -- am still learning all the things about it.,5.0,positive,greatitemwoulddefinitelyrecommendthisitemamstilllearningallthethingsaboutit,positive
"Love my kindle fire, takes awesome pictures and its convenient for on the go.",5.0,positive,lovemykindlefiretakesawesomepicturesanditsconvenientforonthego,positive
"The Fire tablet is great, we just bought our second. It's screen is pleanty big enough to see, but small enough to fit in my jacket pocket.",5.0,positive,thefiretabletisgreatwejustboughtourseconditsscreenispleantybigenoughtoseebutsmallenoughtofitinmyjacketpocket,positive
"Can't live without this, use for email, banking, social media, reading, watching movies, tv shows, online college courses. Even prints to wireless printer.",5.0,positive,cantlivewithoutthisuseforemailbankingsocialmediareadingwatchingmoviestvshowsonlinecollegecoursesevenprintstowirelessprinter,positive
"Love the tablet, not only for reading (upgrade from Kindle) but for searching the Internet, email, etc. And I can take it anywhere. Cheaper than an iPAD and does enough for what I need.",5.0,positive,lovethetabletnotonlyforreadingupgradefromkindlebutforsearchingtheinternetemailetcandicantakeitanywherecheaperthananipadanddoesenoughforwhatineed,positive
Good tablet for kids I would definitely recommend.,5.0,positive,goodtabletforkidsiwoulddefinitelyrecommend,positive
"This Amazon Echo is the COOLEST gadget you can buy, it is VERY SMART and learns very fast. it runs many items in our home IE Nest, LG TV, Lights",5.0,positive,thisamazonechoisthecoolestgadgetyoucanbuyitisverysmartandlearnsveryfastitrunsmanyitemsinourhomeienestlgtvlights,positive
my daughter just loved this kindle fire. she said it was the perfect gift that she could receive.,5.0,positive,mydaughterjustlovedthiskindlefireshesaiditwastheperfectgiftthatshecouldreceive,positive
for the price this is a great works well the for the price display is hd love it,5.0,positive,forthepricethisisagreatworkswelltheforthepricedisplayishdloveit,positive
For two girls that love to play games and take with them,5.0,positive,fortwogirlsthatlovetoplaygamesandtakewiththem,positive
I bought this for my granddaughter who is 2 and was able to load all the apps and books as well as her Disney movies. So far she has been unable to access anything that I don't want her to. And it has been able to withstand frequent toddler abuse.. Aka.. Throwing it. Definitely recommend.,5.0,positive,iboughtthisformygranddaughterwhois2andwasabletoloadalltheappsandbooksaswellasherdisneymoviessofarshehasbeenunabletoaccessanythingthatidontwanthertoandithasbeenabletowithstandfrequenttoddlerabuseakathrowingitdefinitelyrecommend,positive
I thought that this tablet was junk but it has surpassed my expectations,5.0,positive,ithoughtthatthistabletwasjunkbutithassurpassedmyexpectations,positive
"A little more complicated than my original kindle, but I lIke it.",4.0,positive,alittlemorecomplicatedthanmyoriginalkindlebutilikeit,positive
"I have an LG tablet but picked up this one for my Dad and after messing with it for a while it's very nice,. I think I like it more the my LG g pad!",5.0,positive,ihaveanlgtabletbutpickedupthisoneformydadandaftermessingwithitforawhileitsveryniceithinkilikeitmorethemylggpad,positive
Easy to use! Just plug in and search for your favorite movies and TV shows.,5.0,positive,easytousejustpluginandsearchforyourfavoritemoviesandtvshows,positive
Looks pretty solid will update review as soon as gift is opened .,5.0,positive,looksprettysolidwillupdatereviewassoonasgiftisopened,positive
Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.,1.0,negative,lookingatthepictureandseeingitwas8thgenerationiassumeditwouldbeagreatdeviceihadanoriginalkindlebutistoppedusingitbecauseitwasntbacklitithoughtan8thgenerationwouldbebacklitandthepicturemakesitlookbacklitbutitisnotafter25minutesonthephonewithamazontryingtomakeitbrighterthetechnicianfinallyrealizedthat8thgenerationisnotsupportedwithbacklightsitookitbacktotargetandpurchasedthepaperwhitewhichwasmoremoneybutdefinitelyworthitthe8thgenerationoneissmallersoiassumedthatwasthereasonforthepricedifferencetargetmadetheexperiencepleasant,positive
I bought this as a Christmas gift for my wife and things started out well but lately my wife has been having issues with it. It hasn't been working as it should and its only been a little over 2 months since she's had it. I'm going to try a hard reset on it and see if that helps.,3.0,neutral,iboughtthisasachristmasgiftformywifeandthingsstartedoutwellbutlatelymywifehasbeenhavingissueswithitithasntbeenworkingasitshouldanditsonlybeenalittleover2monthssincesheshaditimgoingtotryahardresetonitandseeifthathelps,positive
Purchased the product for a gift. Has not been used yet,5.0,positive,purchasedtheproductforagifthasnotbeenusedyet,positive
"Great tablet for the price, it was a Christmas present and so far so good!",5.0,positive,greattabletforthepriceitwasachristmaspresentandsofarsogood,positive
I like the bigger screen size. It allows me to read my books without straining my eyes and allows more of the text to be displayed.,5.0,positive,ilikethebiggerscreensizeitallowsmetoreadmybookswithoutstrainingmyeyesandallowsmoreofthetexttobedisplayed,positive
"It worked really well for me as I am unschooled in ipads. I used it while traveling and it was easy to use and did the things I needed, i.e. maps, books downloaded, internet access, youtube, etc.. I don't play games, so cannot comment on that.",4.0,positive,itworkedreallywellformeasiamunschooledinipadsiuseditwhiletravelinganditwaseasytouseanddidthethingsineedediemapsbooksdownloadedinternetaccessyoutubeetcidontplaygamessocannotcommentonthat,positive
This does not give great answers and the connection is not that great. Exchanging for a GOOGLE Home,2.0,negative,thisdoesnotgivegreatanswersandtheconnectionisnotthatgreatexchangingforagooglehome,positive
I bought this as s present for my 65 year old grandma. She loves it. Very easy to operate. No issues,3.0,neutral,iboughtthisasspresentformy65yearoldgrandmashelovesitveryeasytooperatenoissues,positive
Excellent item... above and beyond my expectations,5.0,positive,excellentitemaboveandbeyondmyexpectations,positive
"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet.",4.0,positive,whatiexpectedabetterthenbudgettabletatagoodpriceboughtfortheintegrationwithalexaanditworkswellmoreinfoaboutyouralexarequestwillshowupautomaticallyonthetablet,positive
"Amazon and Philips Hue work great together. very easy setup. The only drawback is using these bulbs on a non-Philips dimmer switch. The bulbs flicker a bit, even when it's set to full on",5.0,positive,amazonandphilipshueworkgreattogetherveryeasysetuptheonlydrawbackisusingthesebulbsonanonphilipsdimmerswitchthebulbsflickerabitevenwhenitssettofullon,positive
So i was looking for a bluetooth speaker for my part time job. A guy i work with at bestbuy showed me his amazon tap speaker and it was awesome! I loved u can hook it up via wifi and stream music and such. Its portable its got clean and crisp sound. It also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected. Its very easy to use i have no complants about this speaker at all,5.0,positive,soiwaslookingforabluetoothspeakerformyparttimejobaguyiworkwithatbestbuyshowedmehisamazontapspeakeranditwasawesomeiloveducanhookitupviawifiandstreammusicandsuchitsportableitsgotcleanandcrispsounditalsocanleavethephoneihadmyphoneplacedupstairsandiwasinthebasementwiththespeakeranditwasstillconnecteditsveryeasytouseihavenocomplantsaboutthisspeakeratall,positive
I love my Kindle! It's perfect for reading my favorite books!,5.0,positive,ilovemykindleitsperfectforreadingmyfavoritebooks,positive
The kindle is great not only is it a reader its bascially a computer. It connects to the internet it takes pictures and has many other great features.,5.0,positive,thekindleisgreatnotonlyisitareaderitsbasciallyacomputeritconnectstotheinternetittakespicturesandhasmanyothergreatfeatures,positive
Great product and it is very easy to set up and use,5.0,positive,greatproductanditisveryeasytosetupanduse,positive
Wife really likes it. Works great& likes the front & back camera.,5.0,positive,wifereallylikesitworksgreatlikesthefrontbackcamera,positive
Great product for the kids gaming apps parental controls to make sure you can monitor kids and prevent unwanted app purchases,5.0,positive,greatproductforthekidsgamingappsparentalcontrolstomakesureyoucanmonitorkidsandpreventunwantedapppurchases,positive
"Needs some improvements on being able to answer questions, but all in all its great and the sound is stellar",4.0,positive,needssomeimprovementsonbeingabletoanswerquestionsbutallinallitsgreatandthesoundisstellar,positive
"Daughter uses it constantly for games, texting, Web surfing, and email. Great alternative to more expensive devices.",5.0,positive,daughterusesitconstantlyforgamestextingwebsurfingandemailgreatalternativetomoreexpensivedevices,positive
Works great. Easy to use. Fast. Great for the whole family.,5.0,positive,worksgreateasytousefastgreatforthewholefamily,positive
This is my 2nd tablet and it works great with downloading,4.0,positive,thisismy2ndtabletanditworksgreatwithdownloading,positive
Alexis is the new favorite name. Great for the college student,5.0,positive,alexisisthenewfavoritenamegreatforthecollegestudent,positive
"Love the Amazon Alexa products! I have 1 Show, 1 Echo, 2 dots, and the Tap. Wish the Tap had the drop-in feature. The tap does make a sound when you have the hands free enabled and say ""Alexa"" instead of the blue lights on the other products. Great for taking outside!",5.0,positive,lovetheamazonalexaproductsihave1show1echo2dotsandthetapwishthetaphadthedropinfeaturethetapdoesmakeasoundwhenyouhavethehandsfreeenabledandsayalexainsteadofthebluelightsontheotherproductsgreatfortakingoutside,positive
Great for little kids the case on it is amazing. My daughter loves it. Only thing I would change is the sound a little louder and screen a little bigger.,4.0,positive,greatforlittlekidsthecaseonitisamazingmydaughterlovesitonlythingiwouldchangeisthesoundalittlelouderandscreenalittlebigger,positive
"I wasn't sure I would use this item when I purchased it for my family. However, I just signed up for Amazon unlimited music after testing it on radio stations and playing games with the grandkids. I want to hook up the lighting feature as well. Speaker is excellent quality and quite enjoyable to listen to.",5.0,positive,iwasntsureiwouldusethisitemwhenipurchaseditformyfamilyhoweverijustsignedupforamazonunlimitedmusicaftertestingitonradiostationsandplayinggameswiththegrandkidsiwanttohookupthelightingfeatureaswellspeakerisexcellentqualityandquiteenjoyabletolistento,positive
"This is a great tablet if you have reasonable expectations. And you should definitely pay the extra $20 (for a total of $69) and get the 16 GB tablet. Is it the fastest tablet out there? Definitely not. Does it quickly do all sorts of business spreadsheets applications, etc? No. Does it do everything that an i-pad etc can do? No. But at this price point it can't be beat. People say that you can't download chrome and the google playstore. They are WRONG. I have both on this tablet and my other fire, without rooting them. And with the ability to add a 128 GB card it's a no brainer if you want to play games, watch movies/tv, surf the net, email etc. I know there are a lot of people who dislike Amazon and their products, but I am obviously not one of them.",5.0,positive,thisisagreattabletifyouhavereasonableexpectationsandyoushoulddefinitelypaytheextra20foratotalof69andgetthe16gbtabletisitthefastesttabletouttheredefinitelynotdoesitquicklydoallsortsofbusinessspreadsheetsapplicationsetcnodoesitdoeverythingthatanipadetccandonobutatthispricepointitcantbebeatpeoplesaythatyoucantdownloadchromeandthegoogleplaystoretheyarewrongihavebothonthistabletandmyotherfirewithoutrootingthemandwiththeabilitytoadda128gbcarditsanobrainerifyouwanttoplaygameswatchmoviestvsurfthenetemailetciknowtherearealotofpeoplewhodislikeamazonandtheirproductsbutiamobviouslynotoneofthem,positive
The sales associate was knowledgeable enough to lead me in the right direction in purchasing this product that‚Äôs compatible with my mother‚Äôs Arlo Security cameras. It works great!,5.0,positive,thesalesassociatewasknowledgeableenoughtoleadmeintherightdirectioninpurchasingthisproductthatäôscompatiblewithmymotheräôsarlosecuritycamerasitworksgreat,positive
I wanted to get something nice for my wife and this did the trick. I'll get flowers next time.,5.0,positive,iwantedtogetsomethingniceformywifeandthisdidthetrickillgetflowersnexttime,positive
Definitely recommend to anyone that wants a exciting product,5.0,positive,definitelyrecommendtoanyonethatwantsaexcitingproduct,positive
We bought three including one for my 2 year old. We all love it! The only complaint is the volume. There is one speaker and so the sound is obviously lower than most other tablets with two speakers. It doesn't bother us too much but that's why we give it 4/5 stars. Overall a great tablet.,4.0,positive,weboughtthreeincludingoneformy2yearoldweallloveittheonlycomplaintisthevolumethereisonespeakerandsothesoundisobviouslylowerthanmostothertabletswithtwospeakersitdoesntbotherustoomuchbutthatswhywegiveit45starsoverallagreattablet,positive
"Loved my husbands 4th generation disappointed in my 5th generation. 4th generation has 2 speakers and sound is much louder than the current 5th generation. I purchased this expecting the same quality in sound, or better, since I use the kindle to watch my TV shows.",2.0,negative,lovedmyhusbands4thgenerationdisappointedinmy5thgeneration4thgenerationhas2speakersandsoundismuchlouderthanthecurrent5thgenerationipurchasedthisexpectingthesamequalityinsoundorbettersinceiusethekindletowatchmytvshows,positive
"I purchased two of these tablets as a gift for Christmas. It has an exceptional HD screen which provides rich colors and makes it easy for those that like to read book, articles etc.",4.0,positive,ipurchasedtwoofthesetabletsasagiftforchristmasithasanexceptionalhdscreenwhichprovidesrichcolorsandmakesiteasyforthosethatliketoreadbookarticlesetc,positive
I have several around the house and love playing music on them,5.0,positive,ihaveseveralaroundthehouseandloveplayingmusiconthem,positive
Just what she needed to keep her interested in short games & letters,5.0,positive,justwhatsheneededtokeepherinterestedinshortgamesletters,positive
Gave as a gift to niece in hospital she loved it. Was able to do everything on the tablet she wanted to. Easy to use I was the one who set it up for her was very simple.,5.0,positive,gaveasagifttonieceinhospitalsheloveditwasabletodoeverythingonthetabletshewantedtoeasytouseiwastheonewhosetitupforherwasverysimple,positive
Great tablet. Drop it many times and its still working.,5.0,positive,greattabletdropitmanytimesanditsstillworking,positive
I seen one that my son-in-law had and enjoyed using it.,4.0,positive,iseenonethatmysoninlawhadandenjoyedusingit,positive
Best electronic I purchased for myself this year. Great price too.,5.0,positive,bestelectronicipurchasedformyselfthisyeargreatpricetoo,positive
My daughter picked this tablet after her HD Fire battery would no longer work. The insurance kicked in and she picked this one instead of the HD. She wanted more memory for her music does not use it to watch movies really. She loves the blue color and is working just perfect for her.,5.0,positive,mydaughterpickedthistabletafterherhdfirebatterywouldnolongerworktheinsurancekickedinandshepickedthisoneinsteadofthehdshewantedmorememoryforhermusicdoesnotuseittowatchmoviesreallyshelovesthebluecolorandisworkingjustperfectforher,positive
I love my amazon show it‚Äôs a recommended product if you wanna have this item. However the down sides are it has a great speaker so if it‚Äôs full max it may be hard for Alexa to hear you. Another downside google hates amazon = not YouTube.,5.0,positive,ilovemyamazonshowitäôsarecommendedproductifyouwannahavethisitemhoweverthedownsidesareithasagreatspeakersoifitäôsfullmaxitmaybehardforalexatohearyouanotherdownsidegooglehatesamazonnotyoutube,positive
"I love, love my kindle fire magenta. the color is awesome this is a truly the best kindle fire I ever owned . the colors availablesare awesome .",5.0,positive,ilovelovemykindlefiremagentathecolorisawesomethisisatrulythebestkindlefireieverownedthecolorsavailablesareawesome,positive
The tablet itself works fine but this is the 2nd one I have gotten with a similar problem. The port seems to come defected. The charger doesn't stay in and it takes a long time to charge. Replaced charger with a brand new one and it still has issues.,2.0,negative,thetabletitselfworksfinebutthisisthe2ndoneihavegottenwithasimilarproblemtheportseemstocomedefectedthechargerdoesntstayinandittakesalongtimetochargereplacedchargerwithabrandnewoneanditstillhasissues,positive
Love this bot and lighting system. It transforms my house into many moods. Planning to get more lights and maybe another bot.,5.0,positive,lovethisbotandlightingsystemittransformsmyhouseintomanymoodsplanningtogetmorelightsandmaybeanotherbot,positive
"I love having the screen available to use for certain tasks like streaming doorbell video, security camera footage, Amazon Prime music lyrics and videos, but I am disappointed that Amazon‚Äôs implementation of YouTube on the Echo Show violated Google's terms of service so they got the app pulled from the Show. Also, honestly, and anyone can prove it just through everyday use, but the Echo is just not as useful as Google Assistant with inquiries. It works pretty well with home automation but it just doesn't understand or can't help with about half of the inquiries I throw at it. I would have gone with a Google Home if there was one with a touchscreen. I would recommend it for those heavily invested in Amazon Prime and home automation.",4.0,positive,ilovehavingthescreenavailabletouseforcertaintaskslikestreamingdoorbellvideosecuritycamerafootageamazonprimemusiclyricsandvideosbutiamdisappointedthatamazonäôsimplementationofyoutubeontheechoshowviolatedgooglestermsofservicesotheygottheapppulledfromtheshowalsohonestlyandanyonecanproveitjustthrougheverydayusebuttheechoisjustnotasusefulasgoogleassistantwithinquiriesitworksprettywellwithhomeautomationbutitjustdoesntunderstandorcanthelpwithabouthalfoftheinquiriesithrowatitiwouldhavegonewithagooglehomeiftherewasonewithatouchscreeniwouldrecommenditforthoseheavilyinvestedinamazonprimeandhomeautomation,positive
Item work well and was easy to read from in day light,4.0,positive,itemworkwellandwaseasytoreadfromindaylight,positive
Asking trivia questions of Alexa is a hoot but being able to turn off the ceiling fan from bed is golden.,5.0,positive,askingtriviaquestionsofalexaisahootbutbeingabletoturnofftheceilingfanfrombedisgolden,positive
Great sharp pictures and easy navigation. Enjoy the different background option for my books.,5.0,positive,greatsharppicturesandeasynavigationenjoythedifferentbackgroundoptionformybooks,positive
"This tablet is so much easier to use than my 6"" fire. It is great for reading or eatching movies.",5.0,positive,thistabletissomucheasiertousethanmy6fireitisgreatforreadingoreatchingmovies,positive
Alexa show is easy to navigate. It‚Äôs wonderful having so much information at your finger tips.,5.0,positive,alexashowiseasytonavigateitäôswonderfulhavingsomuchinformationatyourfingertips,positive
"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",5.0,positive,thenewdesigncomparedtomyoldkindlepaperwhiteandvoyagelookedweirdwhenifirstgotmykindleoasisafteriuseditforawhile5hoursifeltthedesignwaskindofmakesensewheniholditwithonehandrighthandthecentreofgravitypositionwasrightinmyhandsotherewaslesschangethatidropthekindleonmyfacewheniwaslayingonmybedithappenedalotwithmykindlevoyage,positive
"I bought this tablet for my son. He damaged the previous one but it was good for his purpose. He loves to play the Minecraft app and can read a book with ease. I don't have a tablet for myself. If I did, I would get the Fire. All I would really need it for would be to surf the Web and use the apps. For the price, u can't go wrong.",5.0,positive,iboughtthistabletformysonhedamagedthepreviousonebutitwasgoodforhispurposehelovestoplaytheminecraftappandcanreadabookwitheaseidonthaveatabletformyselfifididiwouldgetthefirealliwouldreallyneeditforwouldbetosurfthewebandusetheappsforthepriceucantgowrong,positive
I bought this as an affordable alternative to the iPad mini. I liked the expandable storage option and size. Super easy to use. Unfortunately granddaughter wanted and iPad mini to go with her other apple products. So I ended up returning it. In hindsight I should've kept it for myself.,5.0,positive,iboughtthisasanaffordablealternativetotheipadminiilikedtheexpandablestorageoptionandsizesupereasytouseunfortunatelygranddaughterwantedandipadminitogowithherotherappleproductssoiendedupreturningitinhindsightishouldvekeptitformyself,positive
This product works great. I really enjoy having Alexa follow commands,5.0,positive,thisproductworksgreatireallyenjoyhavingalexafollowcommands,positive
Use it in bathroom to listen to my amazon music and with Alexa you can control it with just your voice,5.0,positive,useitinbathroomtolistentomyamazonmusicandwithalexayoucancontrolitwithjustyourvoice,positive
"I bought this tablet to replace one I had bought a while ago for my daughter, all I heard upon opening is ""Mom, you are the best"", as she was excited to get a newer up to date Fire. She loves the fire tablet and so do we as a family. Amazon Fire is our go to. We can not switch to anything else!",5.0,positive,iboughtthistablettoreplaceoneihadboughtawhileagoformydaughterallihearduponopeningismomyouarethebestasshewasexcitedtogetaneweruptodatefireshelovesthefiretabletandsodoweasafamilyamazonfireisourgotowecannotswitchtoanythingelse,positive
"I had reservations for the purchase of this Echo show, they quickly eroded after setting it up and using it now since Christmas day. Everyone in my family loves the camera function, sound quality, picture resolution and basically everything about it!It isn't totally perfected yet but it is a work in progress when it comes to the skills and how you choose to use this device since it is definitely designed for Amazon and their customers. Versatile enough so that everyone could find something to enjoy from music, pictures, videos to having your favorite book read to you. One of my favorite features are the Ole time radio series offered in the skills. Takes you back in time as you relax and very similar to a good book. Just my preference and it does offer much more and new skills are daily being added. Although we have several echo dots everywhere, my 6yo loves to come to the echo show to hear her music or to see new pictures uploaded to our cloud. The sound is amazing for its size, that's a huge plus. Pictures are dynamic and so far the only issue with me anyway is it's shape. Slightly odd but it seems to blend into our decor pretty well. Hopefully newer and even better skills will be made as this is a real gem in the rough with tons of applications still ahead that it can be used for. I have it connected to our home security system, robot vacuum cleaner and at times to my cell phone. Taken all together it is useful, fun and a nice addition for our gadget loaded home.",5.0,positive,ihadreservationsforthepurchaseofthisechoshowtheyquicklyerodedaftersettingitupandusingitnowsincechristmasdayeveryoneinmyfamilylovesthecamerafunctionsoundqualitypictureresolutionandbasicallyeverythingaboutititisnttotallyperfectedyetbutitisaworkinprogresswhenitcomestotheskillsandhowyouchoosetousethisdevicesinceitisdefinitelydesignedforamazonandtheircustomersversatileenoughsothateveryonecouldfindsomethingtoenjoyfrommusicpicturesvideostohavingyourfavoritebookreadtoyouoneofmyfavoritefeaturesaretheoletimeradioseriesofferedintheskillstakesyoubackintimeasyourelaxandverysimilartoagoodbookjustmypreferenceanditdoesoffermuchmoreandnewskillsaredailybeingaddedalthoughwehaveseveralechodotseverywheremy6yolovestocometotheechoshowtohearhermusicortoseenewpicturesuploadedtoourcloudthesoundisamazingforitssizethatsahugepluspicturesaredynamicandsofartheonlyissuewithmeanywayisitsshapeslightlyoddbutitseemstoblendintoourdecorprettywellhopefullynewerandevenbetterskillswillbemadeasthisisarealgemintheroughwithtonsofapplicationsstillaheadthatitcanbeusedforihaveitconnectedtoourhomesecuritysystemrobotvacuumcleanerandattimestomycellphonetakenalltogetheritisusefulfunandaniceadditionforourgadgetloadedhome,positive
"She could perform some tasks ,but most things she didn't know. So agrivating.",2.0,negative,shecouldperformsometasksbutmostthingsshedidntknowsoagrivating,positive
I really enjoy using Alexa even watch videos utube many things it's worth buying,4.0,positive,ireallyenjoyusingalexaevenwatchvideosutubemanythingsitsworthbuying,positive
Alexa show is ok same technology as a tablet except voice activated,3.0,neutral,alexashowisoksametechnologyasatabletexceptvoiceactivated,positive
I never owned a Kindle before. This was easy to setup and get going.It also looks really good. The text is super easy to read even at smaller fonts. I also really like the buttons on the side that turn the pages because it is a lot easier to flip pages compared to tapping the screen.,5.0,positive,ineverownedakindlebeforethiswaseasytosetupandgetgoingitalsolooksreallygoodthetextissupereasytoreadevenatsmallerfontsialsoreallylikethebuttonsonthesidethatturnthepagesbecauseitisaloteasiertoflippagescomparedtotappingthescreen,positive
It a great tablet for children. But it doesnt work with google apps.,4.0,positive,itagreattabletforchildrenbutitdoesntworkwithgoogleapps,positive
Great product. I‚Äôm at the beginning stages of having a smart home and this was the perfect addition.,4.0,positive,greatproductiäômatthebeginningstagesofhavingasmarthomeandthiswastheperfectaddition,positive
"The Echo Plus was demonstrated for us at Best Buy. We were a bit skeptical but bought to check it out. Wow! are we impressed! We tell it to turn on and turn off our lights in the living room, family room, and bedroom. Also it can dim the lights more than once. Need the local weather forecast, just ask. Want to listen to Christmas music? Yes, again. Want to know the distance to someplace or the population of some city or country, yes! We're still discovering what it can do and it seems limitless. Absolutely love this!!",5.0,positive,theechopluswasdemonstratedforusatbestbuywewereabitskepticalbutboughttocheckitoutwowareweimpressedwetellittoturnonandturnoffourlightsinthelivingroomfamilyroomandbedroomalsoitcandimthelightsmorethanonceneedthelocalweatherforecastjustaskwanttolistentochristmasmusicyesagainwanttoknowthedistancetosomeplaceorthepopulationofsomecityorcountryyeswerestilldiscoveringwhatitcandoanditseemslimitlessabsolutelylovethis,positive
We already had a tablet for our son and it was time to get one for our daughter. They are a good learning tool.,4.0,positive,wealreadyhadatabletforoursonanditwastimetogetoneforourdaughtertheyareagoodlearningtool,positive
this tablet is great for reading the text is not a good as it is on my tab s2 9.7 in but this is about $200 cheaper i got it because i wanted a more natural book feel reading my books and the tab s2 was not doing it for me,5.0,positive,thistabletisgreatforreadingthetextisnotagoodasitisonmytabs297inbutthisisabout200cheaperigotitbecauseiwantedamorenaturalbookfeelreadingmybooksandthetabs2wasnotdoingitforme,positive
I love all of them. I would recommend going to Best Buy and buying a kindle fire before they are sold out!,5.0,positive,iloveallofthemiwouldrecommendgoingtobestbuyandbuyingakindlefirebeforetheyaresoldout,positive
my grandson-8-loves this --the games and the books!,5.0,positive,mygrandson8lovesthisthegamesandthebooks,positive
